Company Name,Type,Ex-Date,Record Date,Date Paid/Payable,Particulars
"WILMAR INTERNATIONAL LIMITED","DIVIDEND","14 Aug 2014","18 Aug 2014","27 Aug 2014","SGD 0.02 ONE-TIER TAX"
"DBS GROUP HOLDINGS LTD","DIVIDEND","13 Aug 2014","15 Aug 2014","26 Sep 2014","SCRIP DIV SCH SGD 0.28 ONE-TIER TAX"
"GP INDUSTRIES LIMITED","DIVIDEND","13 Aug 2014","15 Aug 2014","25 Aug 2014","SGD 0.016 ONE-TIER TAX"
"LIPPO MALLS INDO RETAIL TRUST","DIVIDEND","13 Aug 2014","15 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.002"
"LIPPO MALLS INDO RETAIL TRUST","DIVIDEND","13 Aug 2014","15 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.0048 TAX EXEMPT"
"MUN SIONG ENGINEERING LIMITED","RIGHTS","13 Aug 2014","15 Aug 2014","","WARRANT ISSUE OFFER OF 4 FOR 10 @ SGD 0.0015"
"PERENNIAL CHINA RETAIL TRUST","DIVIDEND","13 Aug 2014","15 Aug 2014","05 Sep 2014","010114 - 300614 SGD 0.019 ONE-TIER TAX"
"ROYAL DUTCH SHELL A ADR 10","DIVIDEND","13 Aug 2014","15 Aug 2014","25 Sep 2014","USD 0.799"
"SOILBUILD CONSTRUCTION GRP LTD","DIVIDEND","13 Aug 2014","15 Aug 2014","22 Aug 2014","SGD 0.005 ONE-TIER TAX"
"TALKMED GROUP LIMITED","DIVIDEND","13 Aug 2014","15 Aug 2014","22 Aug 2014","SGD 0.0213 ONE-TIER TAX"
"WEE HUR HOLDINGS LTD.","DIVIDEND","13 Aug 2014","15 Aug 2014","25 Aug 2014","SGD 0.01 ONE-TIER TAX"
"ENVICTUS INTERNATIONAL HOLDINGS LIMITED","DIVIDEND","12 Aug 2014","14 Aug 2014","26 Aug 2014","SGD 0.3 ONE-TIER TAX"
"CEI CONTRACT MANUFACTURING LTD","DIVIDEND","11 Aug 2014","13 Aug 2014","26 Aug 2014","SGD 0.002 ONE-TIER TAX"
"CEI CONTRACT MANUFACTURING LTD","DIVIDEND","11 Aug 2014","13 Aug 2014","26 Aug 2014","SGD 0.0026 ONE-TIER TAX"
"FABCHEM CHINA LIMITED","DIVIDEND","11 Aug 2014","13 Aug 2014","28 Aug 2014","SGD 0.002 ONE-TIER TAX"
"FAR EAST HOSPITALITY TRUST","DIVIDEND","11 Aug 2014","13 Aug 2014","12 Sep 2014","010414 - 300614 SGD 0.0124 LESS TAX"
"STARHUB LTD","DIVIDEND","11 Aug 2014","13 Aug 2014","28 Aug 2014","SGD 0.05 ONE-TIER TAX"
"ARA ASSET MANAGEMENT LIMITED","DIVIDEND","08 Aug 2014","12 Aug 2014","22 Aug 2014","SGD 0.023 ONE-TIER TAX"
"PARKWAYLIFE REIT","DIVIDEND","08 Aug 2014","12 Aug 2014","02 Sep 2014","010414 - 300614 SGD 0.0031 TAX EXEMPT"
"PARKWAYLIFE REIT","DIVIDEND","08 Aug 2014","12 Aug 2014","02 Sep 2014","010414 - 300614 SGD 0.0045"
"PARKWAYLIFE REIT","DIVIDEND","08 Aug 2014","12 Aug 2014","02 Sep 2014","010414 - 300614 SGD 0.0214 LESS TAX"
"SHC CAPITAL ASIA LIMITED","DIVIDEND","08 Aug 2014","12 Aug 2014","22 Aug 2014","SGD 0.12 ONE-TIER TAX"
"SHENG SIONG GROUP LTD","DIVIDEND","08 Aug 2014","12 Aug 2014","29 Aug 2014","SGD 0.015 ONE-TIER TAX"
"SWING MEDIA TECHNOLOGY GRP LTD","DIVIDEND","08 Aug 2014","12 Aug 2014","22 Aug 2014","SGD 0.0015"
"CITIC ENVIROTECH LTD.","DIVIDEND","07 Aug 2014","11 Aug 2014","01 Sep 2014","SGD 0.003 ONE-TIER TAX"
"FORTUNE REAL ESTATE INV TRUST","DIVIDEND","07 Aug 2014","11 Aug 2014","29 Aug 2014","010114 - 300614 HKD 0.2088 TAX EXEMPT"
"POWERMATIC DATA SYSTEMS LTD","DIVIDEND","07 Aug 2014","11 Aug 2014","25 Aug 2014","SGD 0.01 ONE-TIER TAX"
"STI ETF","DIVIDEND","07 Aug 2014","11 Aug 2014","19 Aug 2014","SGD 0.045 ONE-TIER TAX"
"WILLAS-ARRAY ELEC (HLDGS) LTD","DIVIDEND","07 Aug 2014","11 Aug 2014","22 Aug 2014","HKD 0.06822"
"CAPITALAND RETAIL CHINA TRUST","DIVIDEND","06 Aug 2014","08 Aug 2014","25 Sep 2014","010414 - 300614 SGD 0.0499"
"EUROSPORTS GLOBAL LIMITED","DIVIDEND","06 Aug 2014","08 Aug 2014","19 Aug 2014","SGD 0.028 ONE-TIER TAX"
"M1 LIMITED","DIVIDEND","06 Aug 2014","08 Aug 2014","15 Aug 2014","SGD 0.07 ONE-TIER TAX"
"OUE HOSPITALITY TRUST","DIVIDEND","06 Aug 2014","08 Aug 2014","02 Sep 2014","010414 - 300614 SGD 0.0164 LESS TAX"
"VIVA INDUSTRIAL TRUST","DIVIDEND","06 Aug 2014","08 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.00345 TAX EXEMPT"
"VIVA INDUSTRIAL TRUST","DIVIDEND","06 Aug 2014","08 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.01378 LESS TAX"
"AIMS AMP CAP INDUSTRIAL REIT","DIVIDEND","05 Aug 2014","07 Aug 2014","23 Sep 2014","010414 - 300614 SGD 0.0013"
"AIMS AMP CAP INDUSTRIAL REIT","DIVIDEND","05 Aug 2014","07 Aug 2014","23 Sep 2014","010414 - 300614 SGD 0.0242 LESS TAX"
"COURTS ASIA LIMITED","DIVIDEND","05 Aug 2014","07 Aug 2014","19 Aug 2014","SGD 0.0076 ONE-TIER TAX"
"EASTERN HOLDINGS LTD","DIVIDEND","05 Aug 2014","07 Aug 2014","14 Aug 2014","SGD 0.005 ONE-TIER TAX"
"FISCHER TECH LTD","DIVIDEND","05 Aug 2014","07 Aug 2014","15 Aug 2014","SGD 0.006 ONE-TIER TAX"
"KING WAN CORPORATION LIMITED","DIVIDEND","05 Aug 2014","07 Aug 2014","15 Aug 2014","SGD 0.015 ONE-TIER TAX"
"OUE COMMERCIAL REIT","DIVIDEND","05 Aug 2014","07 Aug 2014","02 Sep 2014","270114 - 300614 SGD 0.0051"
"OUE COMMERCIAL REIT","DIVIDEND","05 Aug 2014","07 Aug 2014","02 Sep 2014","270114 - 300614 SGD 0.0192 LESS TAX"
"OLD CHANG KEE LTD.","DIVIDEND","04 Aug 2014","06 Aug 2014","22 Aug 2014","SGD 0.015 ONE-TIER TAX"
"SINGTEL","DIVIDEND","04 Aug 2014","06 Aug 2014","22 Aug 2014","SGD 0.1 ONE-TIER TAX"
"SOILBUILD BUSINESS SPACE REIT","DIVIDEND","04 Aug 2014","06 Aug 2014","01 Sep 2014","010414 - 300614 SGD 0.015 LESS TAX"
"STARHILL GLOBAL REIT","DIVIDEND","04 Aug 2014","06 Aug 2014","28 Aug 2014","010414 - 300614 SGD 0.0018 TAX EXEMPT"
"STARHILL GLOBAL REIT","DIVIDEND","04 Aug 2014","06 Aug 2014","28 Aug 2014","010414 - 300614 SGD 0.0008"
"STARHILL GLOBAL REIT","DIVIDEND","04 Aug 2014","06 Aug 2014","28 Aug 2014","010414 - 300614 SGD 0.0099 LESS TAX"
"THE HOUR GLASS LIMITED","DIVIDEND","04 Aug 2014","06 Aug 2014","14 Aug 2014","SGD 0.06 ONE-TIER TAX"
"BUKIT SEMBAWANG ESTATES LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","15 Aug 2014","SGD 0.12 ONE-TIER TAX"
"BUKIT SEMBAWANG ESTATES LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","15 Aug 2014","SGD 0.04 ONE-TIER TAX"
"CAPITAMALLTRS$350M3.08%B210220","INTEREST","01 Aug 2014","05 Aug 2014","20 Aug 2014","200214 - 190814 3.08%"
"CDL HOSPITALITY TRUSTS","DIVIDEND","01 Aug 2014","05 Aug 2014","29 Aug 2014","010114 - 300614 SGD 0.0092 TAX EXEMPT"
"CDL HOSPITALITY TRUSTS","DIVIDEND","01 Aug 2014","05 Aug 2014","29 Aug 2014","010114 - 300614 SGD 0.0433 LESS TAX"
"HUTCHISON PORT HOLDINGS TRUST","DIVIDEND","01 Aug 2014","05 Aug 2014","18 Sep 2014","010114 - 300614 HKD 0.187 TAX EXEMPT"
"SINGAPORE AIRLINES LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","14 Aug 2014","SGD 0.25 ONE-TIER TAX"
"SINGAPORE AIRLINES LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","14 Aug 2014","SGD 0.11 ONE-TIER TAX"
"SINGAPORE SHIPPING CORP LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","18 Aug 2014","SGD 0.01 ONE-TIER TAX"
"STAMFORD LAND CORPORATION LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","18 Aug 2014","SGD 0.01 ONE-TIER TAX"
"STAMFORD LAND CORPORATION LTD","DIVIDEND","01 Aug 2014","05 Aug 2014","18 Aug 2014","SGD 0.02 ONE-TIER TAX"
"YONGMAO HOLDINGS LIMITED","DIVIDEND","01 Aug 2014","05 Aug 2014","20 Aug 2014","SGD 0.005 ONE-TIER TAX"
"YUUZOO CORPORATION LIMITED","ENTITL.","01 Aug 2014","05 Aug 2014","","SHARE CONSOL OFFER OF 1 FOR 10"
"BAN LEONG TECHNOLOGIES LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","14 Aug 2014","SGD 0.01 ONE-TIER TAX"
"BOUSTEAD SINGAPORE LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","19 Aug 2014","SGD 0.02 ONE-TIER TAX"
"BOUSTEAD SINGAPORE LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","19 Aug 2014","SGD 0.03 ONE-TIER TAX"
"CAMBRIDGE INDUSTRIAL TRUST","DIVIDEND","31 Jul 2014","04 Aug 2014","10 Sep 2014","010414 - 300614 SGD 0.00134"
"CAMBRIDGE INDUSTRIAL TRUST","DIVIDEND","31 Jul 2014","04 Aug 2014","10 Sep 2014","010414 - 300614 SGD 0.00093"
"CAMBRIDGE INDUSTRIAL TRUST","DIVIDEND","31 Jul 2014","04 Aug 2014","10 Sep 2014","010414 - 300614 SGD 0.00002 TAX EXEMPT"
"CAMBRIDGE INDUSTRIAL TRUST","DIVIDEND","31 Jul 2014","04 Aug 2014","10 Sep 2014","010414 - 300614 SGD 0.01022 LESS TAX"
"GAYLIN HOLDINGS LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","28 Aug 2014","SGD 0.009 ONE-TIER TAX"
"JASON MARINE GROUP LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","21 Aug 2014","SGD 0.008 ONE-TIER TAX"
"JASON MARINE GROUP LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","21 Aug 2014","SGD 0.002 ONE-TIER TAX"
"KEPPEL CORPORATION LIMITED","DIVIDEND","31 Jul 2014","04 Aug 2014","13 Aug 2014","SGD 0.12 ONE-TIER TAX"
"MAPLETREE COMMERCIAL TRUST","DIVIDEND","31 Jul 2014","04 Aug 2014","04 Sep 2014","010414 - 300614 SGD 0.0195 LESS TAX"
"OLS ENTERPRISE LTD.","RIGHTS","31 Jul 2014","04 Aug 2014","","5RS5WRTFOR1CS OFFER OF 5 FOR 1 @ SGD 0.008"
"CAPITALAND MALL TRUST","DIVIDEND","30 Jul 2014","01 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.0269 LESS TAX"
"FRASERS COMMERCIAL TRUST","DIVIDEND","30 Jul 2014","01 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.008435 TAX EXEMPT"
"FRASERS COMMERCIAL TRUST","DIVIDEND","30 Jul 2014","01 Aug 2014","29 Aug 2014","010414 - 300614 SGD 0.013476 LESS TAX"
"KSH HOLDINGS LIMITED","DIVIDEND","30 Jul 2014","01 Aug 2014","08 Aug 2014","SGD 0.0175 ONE-TIER TAX"
"MTQ CORPORATION LIMITED","DIVIDEND","30 Jul 2014","01 Aug 2014","18 Sep 2014","SCRIPDIVSCHEME SGD 0.02 ONE-TIER TAX"
"SATS LTD.","DIVIDEND","30 Jul 2014","01 Aug 2014","13 Aug 2014","SGD 0.08 ONE-TIER TAX"
"TOTAL ACCESS COMM PUB CO LTD","DIVIDEND","30 Jul 2014","01 Aug 2014","15 Aug 2014","THB 1.58 LESS TAX"
"ASCOTT RESIDENCE TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","25 Aug 2014","010114 - 300614 SGD 0.00471 TAX EXEMPT"
"ASCOTT RESIDENCE TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","25 Aug 2014","010114 - 300614 SGD 0.02839"
"ASCOTT RESIDENCE TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","25 Aug 2014","010114 - 300614 SGD 0.00627 LESS TAX"
"FRASERS CENTREPOINT TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","29 Aug 2014","100614 - 300614 SGD 0.00026 TAX EXEMPT"
"FRASERS CENTREPOINT TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","29 Aug 2014","100614 - 300614 SGD 0.006 LESS TAX"
"JAPAN FOODS HOLDING LTD.","DIVIDEND","29 Jul 2014","31 Jul 2014","15 Aug 2014","SGD 0.005 ONE-TIER TAX"
"JAPAN FOODS HOLDING LTD.","DIVIDEND","29 Jul 2014","31 Jul 2014","15 Aug 2014","SGD 0.01 ONE-TIER TAX"
"MAPLETREE INDUSTRIAL TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","01 Sep 2014","010414 - 300614 SGD 0.0008"
"MAPLETREE INDUSTRIAL TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","01 Sep 2014","010414 - 300614 SGD 0.0243 LESS TAX"
"METRO HOLDINGS LIMITED","DIVIDEND","29 Jul 2014","31 Jul 2014","11 Aug 2014","SGD 0.04 ONE-TIER TAX"
"METRO HOLDINGS LIMITED","DIVIDEND","29 Jul 2014","31 Jul 2014","11 Aug 2014","SGD 0.02 ONE-TIER TAX"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","22 Aug 2014","010414 - 300614 SGD 0.005 TAX EXEMPT"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","22 Aug 2014","010414 - 300614 SGD 0.002"
"SUNTEC REAL ESTATE INV TRUST","DIVIDEND","29 Jul 2014","31 Jul 2014","22 Aug 2014","010414 - 300614 SGD 0.01566 LESS TAX"
"VALUETRONICS HOLDINGS LIMITED","DIVIDEND","29 Jul 2014","31 Jul 2014","15 Aug 2014","HKD 0.04"
"VALUETRONICS HOLDINGS LIMITED","DIVIDEND","29 Jul 2014","31 Jul 2014","15 Aug 2014","HKD 0.16"
"CACHE LOGISTICS TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","26 Aug 2014","010414 - 300614 SGD 0.00014"
"CACHE LOGISTICS TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","26 Aug 2014","010414 - 300614 SGD 0.02133 LESS TAX"
"CORTINA HOLDINGS LIMITED","DIVIDEND","25 Jul 2014","30 Jul 2014","08 Aug 2014","SGD 0.01 ONE-TIER TAX"
"CORTINA HOLDINGS LIMITED","DIVIDEND","25 Jul 2014","30 Jul 2014","08 Aug 2014","SGD 0.02 ONE-TIER TAX"
"DUTY FREE INTERNATIONALLIMITED","DIVIDEND","25 Jul 2014","30 Jul 2014","08 Aug 2014","SGD 0.01 ONE-TIER TAX"
"KEPPEL INFRASTRUCTURE TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","15 Aug 2014","010114 - 300614 SGD 0.0313 TAX EXEMPT"
"KEPPEL REIT","DIVIDEND","25 Jul 2014","30 Jul 2014","28 Aug 2014","010414 - 300614 SGD 0.0068 TAX EXEMPT"
"KEPPEL REIT","DIVIDEND","25 Jul 2014","30 Jul 2014","28 Aug 2014","010414 - 300614 SGD 0.001"
"KEPPEL REIT","DIVIDEND","25 Jul 2014","30 Jul 2014","28 Aug 2014","010414 - 300614 SGD 0.0112 LESS TAX"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","29 Aug 2014","010414 - 300614 SGD 0.0048 TAX EXEMPT"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","29 Aug 2014","010414 - 300614 SGD 0.00025"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","29 Aug 2014","010414 - 300614 SGD 0.00285"
"MAPLETREE LOGISTICS TRUST","DIVIDEND","25 Jul 2014","30 Jul 2014","29 Aug 2014","010414 - 300614 SGD 0.0111 LESS TAX"
"CAPITALAND COMMERCIAL TRUST","DIVIDEND","24 Jul 2014","29 Jul 2014","26 Aug 2014","010114-300614 SGD 0.0008 TAX EXEMPT"
"CAPITALAND COMMERCIAL TRUST","DIVIDEND","24 Jul 2014","29 Jul 2014","26 Aug 2014","010114-300614 SGD 0.0414 LESS TAX"
"DBXT CSI300 ETF 10","DIVIDEND","24 Jul 2014","29 Jul 2014","18 Aug 2014","USD 0.171"
"DBXT MSCI ASIA EXJAP HDY ETF10","DIVIDEND","24 Jul 2014","29 Jul 2014","18 Aug 2014","USD 0.07"
"DBXT STOXX GLOB DIV 100 ETF 10","DIVIDEND","24 Jul 2014","29 Jul 2014","18 Aug 2014","EUR 1.06"
"SIA ENGINEERING CO LTD","DIVIDEND","24 Jul 2014","29 Jul 2014","07 Aug 2014","SGD 0.05 ONE-TIER TAX"
"SIA ENGINEERING CO LTD","DIVIDEND","24 Jul 2014","29 Jul 2014","07 Aug 2014","SGD 0.13 ONE-TIER TAX"
"SWISSCO HOLDINGS LIMITED","ENTITL.","24 Jul 2014","29 Jul 2014","","SHARE CONSOL OFFER OF 1 FOR 2"
"TUNG LOK RESTAURANTS 2000 LTD","RIGHTS","24 Jul 2014","29 Jul 2014","","OFFER OF 2 FOR 5 @ SGD 0.12"
"N213100S 150201","INTEREST","23 Jul 2014","25 Jul 2014","01 Aug 2014","0.25%"
"GLOBAL LOGISTIC PROP LIMITED","DIVIDEND","22 Jul 2014","24 Jul 2014","08 Aug 2014","SGD 0.045 ONE-TIER TAX"
"OLS ENTERPRISE LTD","ENTITL.","22 Jul 2014","24 Jul 2014","","SHARE CON OFFER OF 1 FOR 65"
"SABANA SHARI'AH COMPLIANT REIT","DIVIDEND","22 Jul 2014","24 Jul 2014","29 Aug 2014","010414-300614 SGD 0.0186 LESS TAX"
"SMRT CORPORATION LTD","DIVIDEND","22 Jul 2014","24 Jul 2014","01 Aug 2014","SGD 0.012 ONE-TIER TAX"
"ASTAKA HOLDINGS LIMITED","ENTITL.","21 Jul 2014","23 Jul 2014","05 Aug 2014","CAP REDUCTION HKD 0.67"
"FIRST REAL ESTATE INV TRUST","DIVIDEND","21 Jul 2014","23 Jul 2014","29 Aug 2014","DRP SGD 0.0128 TAX EXEMPT"
"FIRST REAL ESTATE INV TRUST","DIVIDEND","21 Jul 2014","23 Jul 2014","29 Aug 2014","DRP SGD 0.0065"
"FIRST REAL ESTATE INV TRUST","DIVIDEND","21 Jul 2014","23 Jul 2014","29 Aug 2014","DRP SGD 0.0007 LESS TAX"
"FIRST REAL ESTATE INV TRUST A","ENTITL.","21 Jul 2014","23 Jul 2014","","DELIST A SHARE"
"MIYOSHI LIMITED","DIVIDEND","18 Jul 2014","22 Jul 2014","30 Jul 2014","SGD 0.0035 ONE-TIER TAX"
"PNE INDUSTRIES LTD","DIVIDEND","18 Jul 2014","22 Jul 2014","31 Jul 2014","SGD 0.02 ONE-TIER TAX"
"SPDR DJIA ETF TRUST","DIVIDEND","18 Jul 2014","22 Jul 2014","11 Aug 2014","USD 0.18234 LESS TAX"
"OLAM US$750M 6.75%B180129","INTEREST","17 Jul 2014","21 Jul 2014","29 Jul 2014","290114 - 280714 USD 0.03375"
"SPH REIT","DIVIDEND","17 Jul 2014","21 Jul 2014","14 Aug 2014","010314-310514 SGD 0.0135 LESS TAX"
"MEGHMANI ORGANICS LIMITED","DIVIDEND","16 Jul 2014","18 Jul 2014","08 Aug 2014","INR 0.05"
"OSIM INTERNATIONAL LTD","DIVIDEND","15 Jul 2014","17 Jul 2014","24 Jul 2014","SGD 0.01 ONE-TIER TAX"
"UMS HOLDINGS LIMITED","DIVIDEND","11 Jul 2014","15 Jul 2014","30 Jul 2014","SGD 0.01 ONE-TIER TAX"
"BRC ASIA LIMITED","DIVIDEND","10 Jul 2014","14 Jul 2014","25 Jul 2014","SGD 0.005 ONE-TIER TAX"
"LYXOR ETF ASIA REAL ESTATE 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.16"
"LYXOR ETF DOW JONES IA 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.14"
"LYXOR ETF MSCI EUROPE 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.34"
"LYXOR ETF MSCI WORLD 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.02"
"LYXOR ETF NASDAQ100 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.14"
"LYXOR HANG SENG INDEX FUND 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.07"
"LYXOR JAPAN (TOPIX) FUND 10","DIVIDEND","09 Jul 2014","11 Jul 2014","21 Jul 2014","USD 0.014"
"HUANENG POWER INTL ADR 10","DIVIDEND","08 Jul 2014","10 Jul 2014","05 Sep 2014","USD 2.21129"
"SINGAPORE POST LIMITED","DIVIDEND","08 Jul 2014","10 Jul 2014","18 Jul 2014","SGD 0.025 ONE-TIER TAX"
"CHINA MINZHONG FOOD CORP LTD","DIVIDEND","07 Jul 2014","09 Jul 2014","31 Jul 2014","SGD 0.0419 ONE-TIER TAX"
"MYP LTD.","DIVIDEND","07 Jul 2014","09 Jul 2014","23 Jul 2014","SGD 0.005 ONE-TIER TAX"
"R H ENERGY LTD W170108","ENTITL.","07 Jul 2014","09 Jul 2014","","WARRANTS ADJ OFFER OF 1 FOR 3"
"R H ENERGY LTD.","ENTITL.","07 Jul 2014","09 Jul 2014","","SHARE CONSOL OFFER OF 1 FOR 3"
"TIANJIN ZHONG XIN PHARM GROUP","DIVIDEND","04 Jul 2014","08 Jul 2014","25 Jul 2014","CNY 0.05 LESS TAX"
"CAPITAMALLASTRS$400M3.8%220112","INTEREST","03 Jul 2014","07 Jul 2014","14 Jul 2014","120114 - 110714 3.8%"
"CHEUNG WOH TECHNOLOGIES LTD","DIVIDEND","03 Jul 2014","07 Jul 2014","18 Jul 2014","SGD 0.002 ONE-TIER TAX"
"ENGRO CORPORATION LIMITED","DIVIDEND","03 Jul 2014","07 Jul 2014","29 Jul 2014","SGD 0.02 ONE-TIER TAX"
"ENGRO CORPORATION LIMITED","DIVIDEND","03 Jul 2014","07 Jul 2014","29 Jul 2014","SGD 0.03 ONE-TIER TAX"
"MTQ CORPORATION LIMITED","BONUS","03 Jul 2014","07 Jul 2014","","OFFER OF 1 FOR 5"
"JAYA HOLDINGS LTD","ENTITL.","02 Jul 2014","04 Jul 2014","14 Jul 2014","CAP REDUCTION SGD 0.16"
"GADJAH TUNGGAL","DIVIDEND","01 Jul 2014","03 Jul 2014","17 Jul 2014","IDR 10 LESS TAX"
"NIKKO AM SINGAPORE STI ETF","DIVIDEND","01 Jul 2014","03 Jul 2014","15 Jul 2014","SGD 0.0465"
"SUNMOON FOOD COMPANY LIMITED","ENTITL.","01 Jul 2014","03 Jul 2014","","SHARE CONSO OFFER OF 1 FOR 100"
"EZRA BP ECW140702","ENTITL.","30 Jun 2014","02 Jul 2014","08 Jul 2014","WARRANTS EXPIRY SGD 0.07533"
"NOBLE GROUP BP ECW140702","ENTITL.","30 Jun 2014","02 Jul 2014","08 Jul 2014","WARRANTS EXPIRY SGD 0.17267"
"CHINA SOUTHERN AIR ADR 10","DIVIDEND","27 Jun 2014","01 Jul 2014","11 Aug 2014","USD 0.270318"
"AIMS PROPERTY SECURITIES FUND","DIVIDEND","26 Jun 2014","30 Jun 2014","19 Sep 2014","AUD 0.000171"
"IHH HEALTHCARE BERHAD","DIVIDEND","26 Jun 2014","30 Jun 2014","16 Jul 2014","MYR 0.02 ONE-TIER TAX"
"SINOPEC PETROCHEMICAL ADR 10","DIVIDEND","26 Jun 2014","30 Jun 2014","29 Jul 2014","FINAL USD 0.711433"
"TRANSCORP HOLDINGS LIMITED","DIVIDEND","26 Jun 2014","30 Jun 2014","08 Jul 2014","SGD 0.12 ONE-TIER TAX"
"HSCEI 10000 BP ECW140627","ENTITL.","25 Jun 2014","27 Jun 2014","03 Jul 2014","WARRANT EXPIRY SGD 0.04723"
"ISHARES MSCI SINGAPORE EWS 100","DIVIDEND","25 Jun 2014","27 Jun 2014","02 Jul 2014","USD 0.190657 LESS TAX"
"CHEMICAL INDUSTRIES (F.E.) LTD","DIVIDEND","24 Jun 2014","26 Jun 2014","08 Jul 2014","SGD 0.015 ONE-TIER TAX"
"ISHARES DJ US TECH IYW 10","DIVIDEND","24 Jun 2014","26 Jun 2014","30 Jun 2014","USD 0.283444 LESS TAX"
"ISHARES S&P500 IVV 10","DIVIDEND","24 Jun 2014","26 Jun 2014","30 Jun 2014","USD 0.915264 LESS TAX"
"N708100S 150701","INTEREST","23 Jun 2014","25 Jun 2014","01 Jul 2014","2.875%"
"NX04100F 140701","INTEREST","23 Jun 2014","25 Jun 2014","01 Jul 2014","3.625%"
"NX04100F 140701","ENTITL.","23 Jun 2014","25 Jun 2014","01 Jul 2014","REDEMPTION 100%"
"NX13100H 230701","INTEREST","23 Jun 2014","25 Jun 2014","01 Jul 2014","2.75%"
"SPDR DJIA ETF TRUST","DIVIDEND","20 Jun 2014","24 Jun 2014","14 Jul 2014","USD 0.32602 LESS TAX"
"SPDR S&P 500 ETF TRUST","DIVIDEND","20 Jun 2014","24 Jun 2014","31 Jul 2014","USD 0.93669 LESS TAX"
"OKH GLOBAL LTD.","ENTITL.","19 Jun 2014","23 Jun 2014","","DIST IN SPECIE"
"GENTING HONG KONG LIMITED","DIVIDEND","18 Jun 2014","20 Jun 2014","14 Jul 2014","USD 0.01"
"GLOBAL YELLOW PAGES W140910","ENTITL.","18 Jun 2014","20 Jun 2014","","0.36WTFOR1WT"
"SINARMAS LAND LIMITED","DIVIDEND","17 Jun 2014","19 Jun 2014","27 Jun 2014","SGD 0.005 ONE-TIER TAX"
"MENCAST HOLDINGS LTD.","RIGHTS","16 Jun 2014","18 Jun 2014","","OFFER OF 1 FOR 5 @ SGD 0.2"
"KEONG HONG HOLDINGS LIMITED","BONUS","12 Jun 2014","16 Jun 2014","","OFFER OF 1 FOR 2"
"VODAFONE ADR 10","DIVIDEND","11 Jun 2014","13 Jun 2014","06 Aug 2014","FINAL USD 1.253037"
"AMARA HOLDINGS LTD","DIVIDEND","10 Jun 2014","12 Jun 2014","26 Jun 2014","SGD 0.01 ONE-TIER TAX"
"FUJIAN ZHENYUN PLAS IND CO LTD","DIVIDEND","10 Jun 2014","12 Jun 2014","30 Jun 2014","CNY 0.015 ONE-TIER TAX"
"JAMES HARDIE ADR 10","DIVIDEND","10 Jun 2014","12 Jun 2014","08 Aug 2014","FINAL USD 1 NET OF TAX"
"JAMES HARDIE ADR 10","DIVIDEND","10 Jun 2014","12 Jun 2014","08 Aug 2014","FINAL USD 1.6 NET OF TAX"
